"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",17,14,22,14,272
"GM",4,2,2,8,53
"Tolerant",5,7,13,5,302
"Vulnerable",5,0,8,5,75
"Unclassified",104,84,91,132,410
