"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",620,117,269,1595
"Tolerant",191,3039,5423,3227
"Vulnerable",514,6331,144846,92535
"Unclassified",8688,11917,182394,150279
