"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,54,93,0,163
"GM",135,72153,103717,231,18840
"Tolerant",59,107861,36861,1376,21277
"Vulnerable",0,381,147,70,515
"Unclassified",282,16284,25944,293,128020
