"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",684,1069,768,3361
"Tolerant",3212,24724,9490,7385
"Vulnerable",2267,17598,200134,55200
"Unclassified",1390,3229,21526,109609
