"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3996,7482,2824,6556,10738
"GM",5250,143144,66071,23754,15191
"Tolerant",2581,81527,26684,9803,9688
"Vulnerable",1932,22658,3723,18791,7511
"Unclassified",1559,4736,1981,4075,63756
