"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,23,9,451
"GM",0,3,3,70
"Tolerant",32,1653,608,4277
"Vulnerable",0,0,0,24
"Unclassified",190,493,3685,36990
