"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3183,606,174312,600,10071
"GM",4287,3718,64977,911,4432
"Tolerant",174659,70195,478601,6575,62126
"Vulnerable",713,700,6233,12422,4311
"Unclassified",12928,3083,60486,3979,105428
