"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,126,78,6,9
"GM",52,36108,162199,1592,1407
"Tolerant",19,160215,13447,680,979
"Vulnerable",11,2635,2077,38339,18998
"Unclassified",18,2829,1730,9666,72916
