"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",10,8,12,78
"GM",12453,91472,2788,13524
"Tolerant",88675,19269,3052,15299
"Vulnerable",5746,5417,76140,126049
"Unclassified",13738,14533,98245,202640
