"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1263,3998,1440,1542
"Tolerant",8912,33640,28734,6840
"Vulnerable",155,19915,306218,45610
"Unclassified",3380,7081,40375,189389
