"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,4
"GM",0,0,0,6
"Tolerant",2,127,76,1118
"Vulnerable",0,151,1234,1826
"Unclassified",1,1159,1145,13335
