"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,4,1,5
"GM",0,155,721,75
"Tolerant",3,196,477,45
"Vulnerable",7,307,2985,97
"Unclassified",25,443,1126,13513
