"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2194,1427,111124,748,5907
"GM",6575,8774,46545,470,14257
"Tolerant",105569,50098,335046,3959,74431
"Vulnerable",240,214,2216,5894,4010
"Unclassified",6624,7037,47161,4052,140054
