"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,27,7,2,16
"GM",182,74736,395157,10790,2449
"Tolerant",313,418295,144380,44573,2330
"Vulnerable",234,26408,39299,15995,580
"Unclassified",1,3986,2716,1093,63878
