"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6641,6943,138,382
"GM",132443,268100,612,2753
"Tolerant",268167,46164,843,910
"Vulnerable",2289,1402,7900,1778
"Unclassified",3754,2518,6407,53137
