"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1887,4577,36,162
"GM",16237,457065,262,1286
"Tolerant",463855,183923,656,2134
"Vulnerable",983,2223,4364,2518
"Unclassified",978,3541,1374,157962
