"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",32730,10931,5761,22171,126383
"GM",5738,53716,15562,45888,8115
"Tolerant",4599,19901,14527,49872,10043
"Vulnerable",11649,62800,26505,39792,38380
"Unclassified",13395,4479,1954,13695,109593
