"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",65252,424708,833,12177
"GM",2,1,0,0
"Tolerant",409598,829664,7192,36710
"Vulnerable",14597,8196,461,683
"Unclassified",81913,205420,6295,329479
