"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",19834,550417,8723,6872
"GM",11,517,19,0
"Tolerant",563230,242035,177893,7532
"Vulnerable",6797,180242,283246,6232
"Unclassified",17152,19075,23368,210579
