"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",299,3724,1217,1187
"Tolerant",6706,121513,47486,3988
"Vulnerable",986,35639,36656,10159
"Unclassified",680,7255,12950,67171
