"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,32,37,5,17
"GM",8,4178,1985,695,546
"Tolerant",51,2526,4563,517,473
"Vulnerable",1,455,512,2276,2784
"Unclassified",49,4750,2450,24889,98606
