"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",61,116,222,173
"Tolerant",2331,45855,43596,2304
"Vulnerable",556,28755,50878,7473
"Unclassified",1020,4603,12696,47868
