"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",39,6040,1248,335
"Tolerant",2161,45051,30795,3380
"Vulnerable",715,29228,62300,4283
"Unclassified",316,2434,5526,54656
