"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",448,789,2263,6020
"Tolerant",522,32282,14427,36629
"Vulnerable",1404,13631,42135,56683
"Unclassified",3557,31198,52061,306369
