"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,0,0,4
"GM",7,0,0,17
"Tolerant",6,0,1,31
"Vulnerable",7,0,93,2821
"Unclassified",27,38,1492,4290
