"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",86,31,54,47
"GM",0,19,0,0
"Tolerant",77,2187,2605,500
"Vulnerable",145,2604,52383,11412
"Unclassified",42,476,18466,63260
