"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",140360,19696,24215,282,119887
"GM",11595,149949,191743,3447,4016
"Tolerant",7046,271673,309926,1772,7440
"Vulnerable",38,2566,1165,2724,24
"Unclassified",43078,7152,7605,71,123366
