"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,1
"GM",117540,115626,1872,324
"Tolerant",94849,28115,2164,164
"Vulnerable",4018,3855,459,20
"Unclassified",510,73,43,83644
