"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,17,61,0,47
"GM",2,201175,215691,14,43670
"Tolerant",0,180244,24895,5,23036
"Vulnerable",0,17,63,0,36
"Unclassified",103,69735,32504,292,612169
