"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,92,62,5,161
"GM",66,133036,104154,1342,21651
"Tolerant",18,77950,24023,1289,10097
"Vulnerable",0,10,106,297,208
"Unclassified",951,58851,31662,75203,253994
