"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,10
"GM",0,1,0,11
"Tolerant",0,217,115,527
"Vulnerable",1,322,15185,19078
"Unclassified",7,518,35154,54490
