"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",9441,3524,708,2242,1004
"GM",2469,19534,7512,504,314
"Tolerant",936,6976,2480,318,180
"Vulnerable",1418,1204,227,12558,4087
"Unclassified",4617,3823,1227,6075,78468
