"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,2,170
"GM",0,0,0,17
"Tolerant",0,0,0,95
"Vulnerable",1,3,14,385
"Unclassified",1,7,6,1137
