"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,17,179,96
"GM",29,65,1191,8
"Tolerant",99,4823,5730,401
"Vulnerable",1,1170,104750,21411
"Unclassified",9,967,89161,140285
