"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8,8,37,107
"GM",14,7,6,7
"Tolerant",37,65,48,81
"Vulnerable",57,33,8169,3684
"Unclassified",105,50,1043,20514
