"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,0,1,34,551
"GM",1,0,1,23,288
"Tolerant",1,0,13,39,908
"Vulnerable",28,10,25,1830,6532
"Unclassified",165,66,193,2093,21271
