"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1048,521,346,8391
"GM",0,2,1,3
"Tolerant",2758,9177,3837,14098
"Vulnerable",1260,1203,13970,12789
"Unclassified",3950,2874,10586,79069
