"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",133,149,296,8,52
"GM",294,1330,3555,105,1136
"Tolerant",15,1637,960,12,180
"Vulnerable",0,147,578,916,3521
"Unclassified",48,419,301,2972,68264
