"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",10963,6537,15575,42553
"Tolerant",5044,11178,10067,24489
"Vulnerable",4319,8439,130853,49371
"Unclassified",21788,17676,52743,198428
