"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3276,682,2154,3295
"Tolerant",1387,15068,8963,22171
"Vulnerable",2927,7586,128335,43757
"Unclassified",22907,21542,120336,205637
