"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,572,537,13,0
"GM",168,210572,389197,9914,2108
"Tolerant",299,351394,69162,3498,1250
"Vulnerable",3,1892,2016,8393,679
"Unclassified",75,7899,3240,4409,61081
