"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,100,24,7,554
"GM",29,146327,142026,1321,28163
"Tolerant",1,133771,17587,443,9026
"Vulnerable",12,2940,1621,104495,84033
"Unclassified",63,33703,15636,96869,359698
