"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2535,1175,408,358,489
"GM",635,1362,414,169,240
"Tolerant",825,1404,572,146,183
"Vulnerable",596,558,208,489,379
"Unclassified",1360,1778,543,971,49781
