"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,75,79,155,207
"GM",302,15220,210079,1899,2357
"Tolerant",181,219496,169322,2592,2611
"Vulnerable",6,583,2072,6369,3178
"Unclassified",136,3612,10621,3082,98402
