"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2396,755,874,1719
"Tolerant",5274,8919,2247,576
"Vulnerable",4266,705,44081,7996
"Unclassified",1272,508,8262,87624
