"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",430,463,60,59
"GM",15401,250707,859,1170
"Tolerant",233539,195174,2075,1928
"Vulnerable",1026,4195,3247,618
"Unclassified",977,4065,762,91629
