"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,462,960,16,1
"GM",2,21090,243118,3389,1272
"Tolerant",1,255648,173790,1696,1735
"Vulnerable",0,1376,3994,4536,525
"Unclassified",1,751,1670,1077,91273
