"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",15190,3823,10442,13774,11595
"GM",5360,21766,57160,6855,4098
"Tolerant",18446,66363,103812,24855,18014
"Vulnerable",22851,7677,38779,165185,20490
"Unclassified",18728,8353,24171,20503,69326
