"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",439,61,168,0,4
"GM",90,3483,1729,17,579
"Tolerant",39,226,1203,21,194
"Vulnerable",0,12,233,873,1497
"Unclassified",6,331,1434,1697,48751
