"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1325,713,1913,5066
"GM",3,2,2,1
"Tolerant",1484,662,1516,186
"Vulnerable",2601,1006,3339,2468
"Unclassified",22,66,2849,49743
