"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",25,98,64,0,25
"GM",1943,54737,101621,445,2093
"Tolerant",823,116406,30995,630,1030
"Vulnerable",39,420,199,271,1665
"Unclassified",443,10490,7079,2446,54077
