"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,6
"GM",0,0,1,1
"Tolerant",0,0,9,150
"Vulnerable",2,1,1774,7984
"Unclassified",8,4,1160,31634
