"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",27,506,148,462,9032
"GM",0,0,0,0,194
"Tolerant",56,602,1536,2145,8183
"Vulnerable",28,548,1393,15254,8099
"Unclassified",3261,333,15563,12129,27685
