"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,1,0,4
"GM",22301,376422,1480,19496
"Tolerant",355871,207509,3239,27863
"Vulnerable",677,1822,4761,3336
"Unclassified",29307,42941,11610,46765
