"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2754,5134,1056,766,13512
"GM",5712,156073,18839,4744,43809
"Tolerant",1016,17357,1808,677,8188
"Vulnerable",667,3826,440,1501,8635
"Unclassified",9742,20865,7167,9761,171773
