"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",11208,730167,35940,14107
"GM",0,7,1,0
"Tolerant",688851,406923,101706,38722
"Vulnerable",10161,74848,237627,87408
"Unclassified",9170,18983,78183,427419
