"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",19166,680165,12959,12389
"Tolerant",679918,397106,67422,34385
"Vulnerable",7432,53583,119581,48945
"Unclassified",14943,32743,55703,734991
