"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,0,0,1
"GM",28247,142737,299,9885
"Tolerant",175929,32317,595,13124
"Vulnerable",57,18,172,135
"Unclassified",10518,10662,2524,67655
