"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,4,2,5
"GM",0,0,1,0
"Tolerant",0,120,39,56
"Vulnerable",1,136,14927,17536
"Unclassified",4,121,6611,16141
