"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,104
"GM",0,0,1,25
"Tolerant",8,18,2,334
"Vulnerable",8,30,1038,16784
"Unclassified",1,26,765,36560
