"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6,20,5,3
"GM",0,2,6,2
"Tolerant",0,98,6,6
"Vulnerable",0,41,349,517
"Unclassified",2,132,15696,38813
