"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,0,2,8,3
"Tolerant",12,0,22,15,25
"Vulnerable",0,0,12,127,1667
"Unclassified",18,10,74,757,52948
