"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",347,10004,932,9857
"Tolerant",3381,289121,189338,47799
"Vulnerable",1350,142486,112522,35387
"Unclassified",4762,49823,36292,107757
