"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,3,8
"GM",6485,286398,1126,2652
"Tolerant",287668,347704,6803,5967
"Vulnerable",716,7530,23624,13970
"Unclassified",6900,34448,5372,139838
